类型,日期,时间,来源,分类,事件,用户,计算机
审核成功,2018-2-9,14:02:19,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,13:59:30,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,13:59:30,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,13:51:05,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-9,13:51:05,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-2-9,13:51:05,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-9,13:43:44,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-9,13:28:25,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,13:28:25,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,13:22:41,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-9,13:22:41,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-2-9,13:22:41,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-9,13:08:26,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,13:08:26,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,13:06:25,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,13:06:25,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,12:56:09,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-9,12:48:15,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,12:48:15,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,12:17:09,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-9,12:17:09,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-2-9,12:17:09,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-9,11:57:44,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,11:57:44,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,11:30:28,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-9,11:20:43,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,11:20:43,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,11:09:26,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-9,11:09:26,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-2-9,11:09:26,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-9,10:42:56,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-9,10:37:53,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,10:37:53,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,10:21:56,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-9,10:21:56,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-2-9,10:21:56,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-9,9:56:02,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,9:56:02,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,9:53:05,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,9:53:05,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,9:43:34,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,9:43:34,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,9:32:14,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,9:32:14,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,9:02:54,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-9,8:51:25,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,8:51:25,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,8:48:59,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,8:48:59,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,8:41:54,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-9,8:41:54,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-2-9,8:41:54,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-9,8:24:29,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,8:24:29,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,7:47:58,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,7:47:58,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,7:44:04,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,7:44:04,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,7:32:19,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,7:32:19,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,7:05:07,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,7:05:07,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,6:56:58,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,6:56:58,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,6:48:34,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,6:48:34,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,6:46:47,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,6:46:47,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,6:46:20,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,6:46:20,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,5:54:44,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-9,5:33:41,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-9,5:33:41,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-2-9,5:33:41,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-9,5:31:26,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,5:31:26,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,4:43:44,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,4:43:44,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,3:04:39,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-9,2:58:01,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,2:58:01,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,2:32:36,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-9,2:32:36,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-2-9,2:32:36,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-9,2:08:17,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,2:08:17,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,1:53:45,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,1:53:45,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,1:42:07,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,1:42:07,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,1:34:19,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,1:34:19,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,1:25:21,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-9,1:21:11,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,1:21:11,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,1:04:20,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-9,1:04:20,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-2-9,1:04:20,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-9,0:58:47,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,0:58:47,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,0:03:28,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-9,0:03:28,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,23:27:33,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,23:27:33,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,23:24:58,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,23:24:58,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,22:55:40,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,22:34:40,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,22:34:40,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-2-8,22:34:40,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,22:24:29,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,22:24:29,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,22:03:07,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,22:00:48,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,22:00:48,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,21:46:05,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,21:46:05,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,21:42:07,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,21:42:07,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-2-8,21:42:07,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,21:39:29,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,21:17:29,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,21:17:29,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-2-8,21:17:29,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,21:13:07,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,21:13:07,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,21:09:30,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,21:09:30,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,20:55:46,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,20:55:46,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,20:39:26,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,20:39:26,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,20:37:56,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,20:37:56,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,19:56:04,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,19:56:04,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,19:54:16,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,19:33:14,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,19:33:14,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-2-8,19:33:14,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,19:24:59,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,19:24:59,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,19:09:50,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,19:09:50,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,19:00:41,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,19:00:41,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,18:24:30,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,18:24:30,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,17:23:44,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,17:19:53,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,17:19:53,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,16:54:18,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,16:54:18,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,16:49:40,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,16:49:40,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-2-8,16:49:40,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,16:41:15,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,16:19:11,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,16:19:11,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-2-8,16:19:11,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,15:40:48,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,15:40:48,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,15:31:50,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,15:10:50,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,15:10:50,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-2-8,15:10:50,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,14:52:03,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,14:52:03,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,14:36:12,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,14:36:12,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,14:27:07,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,14:27:07,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,14:24:12,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,14:24:12,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,14:15:52,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,13:56:15,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,13:56:15,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,13:54:49,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,13:54:49,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-2-8,13:54:49,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,13:54:29,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,13:54:29,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,13:10:43,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,12:49:39,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,12:49:39,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-2-8,12:49:39,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,12:38:52,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,12:38:52,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,12:33:14,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,12:33:14,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,12:25:49,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,12:25:49,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,12:10:16,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,12:10:16,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,12:09:20,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,12:00:09,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,12:00:09,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,11:53:11,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,11:53:11,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,11:33:16,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,11:33:16,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-2-8,11:33:16,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,11:23:15,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,11:23:15,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,11:18:23,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,11:18:23,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,10:48:56,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,10:48:56,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,10:36:17,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,10:36:17,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,10:31:35,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,10:10:32,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,10:10:32,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-2-8,10:10:32,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,9:13:13,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,9:13:13,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,8:48:16,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,8:44:00,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,8:44:00,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,8:11:12,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,8:11:12,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-2-8,8:11:12,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,8:03:41,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,8:03:41,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,7:23:48,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,7:06:08,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,7:06:08,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,6:43:42,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,6:43:42,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-2-8,6:43:42,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,6:23:57,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,6:23:57,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,6:12:04,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,6:12:04,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,5:06:02,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,4:45:01,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,4:45:01,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-2-8,4:45:01,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,4:38:24,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,4:38:24,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,4:20:59,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,3:59:59,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,3:59:59,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-2-8,3:59:59,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,3:43:02,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,3:43:02,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,3:42:32,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,3:42:32,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,3:28:16,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,3:28:16,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,3:24:48,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,2:49:28,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,2:49:28,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,2:48:45,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,2:48:45,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-2-8,2:48:45,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,2:22:12,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,2:22:12,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,1:32:29,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,1:32:29,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,1:19:37,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,1:19:37,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,0:43:56,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,0:43:56,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,0:39:50,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,0:39:03,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,0:39:03,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,0:18:50,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,0:18:50,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-2-8,0:18:50,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,0:16:17,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-2-8,0:10:34,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-8,0:10:34,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-7,23:57:55,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-7,23:57:55,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-2-7,23:55:15,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
